Name,Rating,Type,Num_of_Reviews,Highly Rated for,Critically Rated for,Location
Marelli Motherson Automotive Lighting,3.7,Auto Components,(401),Job Security,"Promotions, Company Culture, Work Life Balance",Pune +15 other locations
Call 2 Connect,2.4,BPO,(400),,"Promotions, Company Culture, Work Satisfaction",Mumbai +20 other locations
Icertis,3.3,Software Product,(400),,"Promotions, Work Satisfaction, Job Security",Pune +12 other locations
Bosch Rexroth India,3.9,Industrial Machinery,(401),"Work Life Balance, Company Culture, Job Security","Promotions, Salary",Ahmedabad +20 other locations
Netlink Software,3.1,IT Services & Consulting,(400),,"Job Security, Promotions, Work Satisfaction",Bhopal +31 other locations
Dorf Ketal Chemicals,4.0,Oil & Gas,(400),"Work Life Balance, Company Culture, Job Security",Promotions,Mumbai +39 other locations
Parksons Packaging,4.0,Packaging,(399),"Job Security, Company Culture, Work Life Balance",,Mumbai +27 other locations
SPRINKLR,2.9,Software Product,(399),,"Work Satisfaction, Job Security, Promotions",Bengaluru +8 other locations
BCH Electric,4.0,Electrical Equipment,(399),"Salary, Work Life Balance, Company Culture",,Faridabad +40 other locations
Evoke Technologies,3.7,IT Services & Consulting,(399),,"Promotions, Job Security, Salary",Hyderabad +4 other locations
Shree Baidyanath Ayurved Bhawan,3.8,Pharma,(399),"Work Life Balance, Job Security",Promotions,Kolkata +44 other locations
VTP Realty,3.5,Real Estate,(399),,"Work Life Balance, Promotions, Company Culture",Pune +3 other locations
Triumphant Institute of Management Education,3.7,Education & Training,(399),,"Promotions, Work Satisfaction, Skill Development",Hyderabad +73 other locations
Hurix Digital,3.1,IT Services & Consulting,(399),,"Promotions, Job Security, Work Satisfaction",Chennai +6 other locations
Hajee A P Bava Construction,3.8,Engineering & Construction,(401),Skill Development,"Promotions, Salary",Hyderabad +64 other locations
Nobel Hygiene,3.9,Healthcare,(399),Salary,"Job Security, Promotions",Mumbai +88 other locations
Agilent Technologies,3.9,Pharma,(398),"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Gurugram +20 other locations
Konecranes,3.9,Industrial Machinery,(398),"Work Life Balance, Job Security, Company Culture","Promotions, Salary",Pune +13 other locations
Indian Metals & Ferro Alloys,3.7,Iron & Steel,(398),Job Security,"Promotions, Salary, Company Culture",Bhubaneswar +24 other locations
Publicis,3.5,Marketing & Advertising,(398),,"Promotions, Work Satisfaction, Skill Development",Gurugram +16 other locations
AccorHotels,4.3,Hospitality,(398),"Job Security, Company Culture, Skill Development",,New Delhi +42 other locations
Medline Industries India Private Limited,3.8,Medical Equipment,(398),"Work Life Balance, Company Culture","Promotions, Skill Development",Pune +8 other locations
D.p. Jain & Co. Infrastructure Pvt .,3.1,Engineering & Construction,(398),,"Promotions, Salary, Company Culture",Nagpur +42 other locations
Nuziveedu Seeds,3.8,Agriculture,(398),"Work Life Balance, Skill Development",Promotions,Hyderabad +68 other locations
Karvy DigiKonnect,3.2,Financial Services,(398),,"Salary, Job Security, Promotions",Hyderabad +20 other locations
Kcc Buildcon,4.0,Engineering & Construction,(397),"Work Life Balance, Skill Development",,Gurugram +61 other locations
ABM Knowledgeware,3.7,IT Services & Consulting,(397),,"Promotions, Skill Development, Salary",Mumbai +41 other locations
Nissan,3.6,Automobile,(397),,"Promotions, Job Security, Company Culture",Chennai +73 other locations
GSP Crop Science,4.0,Agro Chemicals,(397),"Work Life Balance, Work Satisfaction, Job Security",Promotions,Vadodara +46 other locations
Jamna Auto Industries,3.9,Auto Components,(397),,Promotions,Gwalior +40 other locations
Hexagon Capability Center,4.0,IT Services & Consulting,(397),"Work Life Balance, Company Culture, Job Security","Promotions, Salary",Hyderabad +8 other locations
Jamna Auto Industries,3.9,Auto Components,(397),,Promotions,Gwalior +40 other locations
Ambuja Neotia,3.8,Real Estate,(397),Job Security,"Promotions, Salary",Kolkata +15 other locations
Examity,3.3,EdTech,(397),,"Promotions, Skill Development, Company Culture",Hyderabad +6 other locations
VIT University,4.1,Education & Training,(396),"Work Life Balance, Job Security, Skill Development",,Vellore +15 other locations
Sedemac Mechatronics,4.0,Emerging Technologies,(397),"Company Culture, Work Life Balance",Promotions,Pune +8 other locations
Scientific Publishing Services,3.8,Analytics & KPO,(396),Job Security,"Salary, Promotions, Skill Development",Chennai +7 other locations
Diverse Lynx,3.3,IT Services & Consulting,(396),,"Job Security, Promotions, Company Culture",Noida +19 other locations
LeadSquared,2.7,Software Product,(397),,"Company Culture, Job Security, Work Satisfaction",Bengaluru +14 other locations
Smartworks,3.3,Real Estate,(396),,"Promotions, Company Culture, Work Satisfaction",Bengaluru +18 other locations
Alfa Laval,3.9,Industrial Machinery,(396),"Work Life Balance, Company Culture, Job Security",Promotions,Pune +18 other locations
Wellness Forever Lifestyle Chemist,3.9,Retail,(396),"Skill Development, Company Culture",Promotions,Mumbai +46 other locations
GE Aerospace,4.0,Defence & Aerospace,(396),"Company Culture, Job Security, Skill Development","Promotions, Salary",Pune +12 other locations
Accel Frontline,4.3,IT Services & Consulting,(395),"Work Satisfaction, Skill Development, Company Culture",,Chennai +54 other locations
Ess Kay Fincorp,4.2,NBFC,(395),"Company Culture, Work Satisfaction, Job Security",,Jaipur +108 other locations
XL Health,4.2,Healthcare,(395),"Job Security, Company Culture, Work Life Balance",Promotions,Bengaluru +7 other locations
Park Hospital,3.7,Healthcare,(395),,"Promotions, Work Satisfaction",Gurugram +23 other locations
Supertech,3.9,Real Estate,(395),"Work Life Balance, Job Security",Promotions,Noida +20 other locations
Merck Life Science,3.9,Pharma,(395),"Work Life Balance, Company Culture, Job Security","Promotions, Salary",Bengaluru +14 other locations
Repco Home Finance,3.5,NBFC,(396),,"Promotions, Company Culture, Work Satisfaction",Chennai +93 other locations
XL Health,4.2,Healthcare,(395),"Job Security, Company Culture, Work Life Balance",Promotions,Bengaluru +7 other locations
HL Mando,4.0,Auto Components,(394),"Company Culture, Job Security, Skill Development",Promotions,Chennai +23 other locations
Imarque Solutions,3.1,BPO,(394),,"Promotions, Salary, Company Culture",Chennai +16 other locations
Shakti Pumps,3.8,Industrial Machinery,(394),,Promotions,Indore +47 other locations
Amri Hospital,4.0,Healthcare,(394),"Job Security, Skill Development, Company Culture",Promotions,Kolkata +11 other locations
Arjas Steel,3.8,Iron & Steel,(394),"Job Security, Work Life Balance, Company Culture","Promotions, Salary",Anantapur +22 other locations
Epsilon Carbon,3.8,Chemicals,(394),"Salary, Work Life Balance, Job Security",Promotions,Ballari +19 other locations
Rosmerta Technologies,3.3,Auto Components,(393),,"Promotions, Company Culture, Work Satisfaction",Gurugram +55 other locations
JBS Enterprises,3.2,Electronics Manufacturing,(393),,"Promotions, Salary, Company Culture",Mumbai +70 other locations
Kennametal,3.5,Industrial Machinery,(393),,"Promotions, Work Satisfaction, Job Security",Bengaluru +13 other locations
SolarSquare Energy,3.0,Power,(394),,"Work Satisfaction, Promotions, Company Culture",Pune +35 other locations
Grey Orange,3.1,Software Product,(393),,"Job Security, Work Life Balance, Promotions",Gurugram +10 other locations
Everest Spices,3.8,FMCG,(393),,"Promotions, Skill Development",Mumbai +80 other locations
Bharat Rasayan,3.9,Agro Chemicals,(393),"Work Satisfaction, Job Security, Skill Development",,Bharuch +21 other locations
Phenom,3.3,Software Product,(393),,"Work Life Balance, Promotions, Company Culture",Hyderabad +5 other locations
RSM US in India,3.4,Management Consulting,(393),,"Promotions, Work Satisfaction, Job Security",Bengaluru +15 other locations
Coronis Health,3.3,Analytics & KPO,(393),,"Promotions, Job Security, Skill Development",Sahibzada Ajit Singh Nagar +10 other locations
Teamspace Financial Services,4.0,Recruitment,(393),"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Mumbai +127 other locations
Sangeetha Mobile,3.6,Retail,(393),,"Promotions, Job Security, Salary",Bengaluru +84 other locations
Jeeves Consumer Services,3.5,Consumer Electronics & Appliances,(392),,"Promotions, Job Security, Work Life Balance",Bengaluru +61 other locations
Healthcare At Home,3.8,Healthcare,(392),Work Life Balance,Promotions,Mumbai +35 other locations
Elentec Power India (EPI) Pvt. Ltd.,3.9,IT Services & Consulting,(392),"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Noida +19 other locations
Servion Global Solutions,3.0,IT Services & Consulting,(392),,"Promotions, Job Security, Skill Development",Chennai +14 other locations
Sumitomo Chemical,4.0,Chemicals,(392),"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Bhavnagar +83 other locations
Acme Generics LLP,3.3,Pharma,(392),,"Company Culture, Promotions, Work Life Balance",Baddi +24 other locations
Watertec India,3.7,Building Material,(392),Salary,"Promotions, Job Security, Company Culture",Coimbatore +76 other locations
US Tech Solutions,3.6,Recruitment,(393),,"Job Security, Promotions, Skill Development",Noida +13 other locations
Vidal Health Tpa,3.3,Insurance,(392),,"Promotions, Salary, Skill Development",Bengaluru +41 other locations
IPE Global,3.8,Management Consulting,(391),Work Life Balance,"Job Security, Promotions",New Delhi +98 other locations
NTT Global Data Centers and Cloud Infrastructure,3.9,IT Services & Consulting,(391),"Skill Development, Work Life Balance","Promotions, Salary",Mumbai +17 other locations
Omnicom Global Solutions,3.3,Marketing & Advertising,(392),,"Promotions, Job Security, Work Satisfaction",Bengaluru +12 other locations
Dynacons Systems & Solutions,3.6,IT Services & Consulting,(391),,"Promotions, Salary, Work Satisfaction",Mumbai +74 other locations
Navi Technologies,3.1,FinTech,(391),,"Job Security, Promotions, Work Life Balance",Bengaluru +18 other locations
Ryan,4.0,Accounting & Auditing,(391),"Job Security, Company Culture, Work Life Balance",Promotions,Hyderabad +6 other locations
Moolchand Hospital,4.1,Healthcare,(390),"Skill Development, Company Culture, Work Life Balance",,New Delhi +10 other locations
Leixir Dental Group,4.5,Healthcare,(391),"Job Security, Company Culture, Work Life Balance",,Gurugram +2 other locations
S2 Infotech,3.5,Recruitment,(390),,"Job Security, Promotions, Company Culture",Mumbai +71 other locations
Jade Global,3.4,IT Services & Consulting,(390),,"Promotions, Work Satisfaction, Skill Development",Pune +9 other locations
AgreeYa Solutions,3.1,IT Services & Consulting,(390),,"Promotions, Skill Development, Job Security",Noida +11 other locations
MSCI,3.6,Financial Services,(390),Salary,"Promotions, Job Security, Work Satisfaction",Mumbai +11 other locations
Arcesium,3.3,IT Services & Consulting,(390),,"Work Life Balance, Work Satisfaction, Promotions",Hyderabad +8 other locations
Motherson Technology Services,3.3,IT Services & Consulting,(390),Job Security,"Promotions, Company Culture, Work Satisfaction",Noida +12 other locations
Capri Global Housing Finance,3.5,NBFC,(390),,"Job Security, Company Culture, Work Life Balance",Mumbai +105 other locations
Kaddacon Systems,4.6,IT Services & Consulting,(389),"Company Culture, Work Life Balance, Work Satisfaction",,Pune +8 other locations
Helloverify,2.8,Law Enforcement & Security,(389),,"Promotions, Company Culture, Job Security",Noida +10 other locations
Indraprastha Gas,3.9,Oil & Gas,(389),Work Life Balance,"Promotions, Job Security",New Delhi +30 other locations
Neuberg Diagnostics,3.4,Healthcare,(389),,"Promotions, Job Security, Company Culture",Chennai +53 other locations
World Vision,4.2,Non-Profit,(389),"Company Culture, Work Life Balance, Work Satisfaction",,Chennai +99 other locations
TrueBlue,3.5,Recruitment,(389),Work Life Balance,"Promotions, Job Security, Skill Development",Gurugram +7 other locations
Siemens Healthcare,4.0,Healthcare,(389),"Work Life Balance, Job Security, Company Culture",Promotions,Bengaluru +26 other locations
SYSTRA,3.9,Engineering & Construction,(389),Work Life Balance,Promotions,New Delhi +40 other locations
JUSTO Realfintech,4.4,Real Estate,(388),"Company Culture, Work Life Balance, Skill Development",,Pune +11 other locations
Intercontinental Consultants & Technocrats,4.1,Engineering & Construction,(388),"Work Life Balance, Salary, Company Culture",,New Delhi +61 other locations
Transact Global,4.6,BPO,(388),"Company Culture, Work Life Balance, Job Security",,Bengaluru +2 other locations
Sleek International,3.5,Furniture & Furnishing,(388),Job Security,"Promotions, Work Satisfaction, Salary",Mumbai +83 other locations
Intelliswift - An LTTS Company,3.3,IT Services & Consulting,(388),,"Job Security, Promotions, Work Satisfaction",Bengaluru +10 other locations
Richa Global Export,3.9,Fashion & Textile,(389),"Work Life Balance, Skill Development, Salary",Promotions,Gurugram +12 other locations
Eclat Health Solutions,3.7,Analytics & KPO,(388),,Promotions,Hyderabad +12 other locations
Grand Hyatt,4.3,Hospitality,(388),"Company Culture, Job Security, Skill Development",,Mumbai +30 other locations
G. D. Foods MFG (TOPS),3.8,Food Processing,(388),,Promotions,New Delhi +53 other locations
Elecon Engineering,4.2,Electrical Equipment,(389),"Work Life Balance, Skill Development, Salary",,Anand +23 other locations
Duroshox,4.1,Engineering & Construction,(388),"Skill Development, Company Culture, Work Life Balance",,Pune +3 other locations
Sandvik Mining and Rock Technology,4.0,Industrial Machinery,(388),"Company Culture, Job Security, Salary",Promotions,Udaipur +32 other locations
Expedia Group,3.6,Travel & Tourism,(387),"Work Life Balance, Salary","Promotions, Job Security, Work Satisfaction",Gurugram +14 other locations
Eisai Pharmaceuticals,4.0,Healthcare,(387),"Work Life Balance, Company Culture",Promotions,Visakhapatnam +27 other locations
OodlesTechnologies,3.2,IT Services & Consulting,(387),,"Job Security, Promotions, Salary",Gurugram +11 other locations
Agarwal Packers and Movers Limited,3.3,Logistics,(387),,"Promotions, Salary, Skill Development",New Delhi +47 other locations
Técnicas Reunidas,3.9,Engineering & Construction,(387),"Work Life Balance, Job Security",Promotions,Bengaluru +21 other locations
Methodex,3.9,Law Enforcement & Security,(387),Job Security,Promotions,New Delhi +49 other locations
Berkadia,3.8,Real Estate,(387),"Work Life Balance, Company Culture, Job Security","Promotions, Work Satisfaction, Salary",Hyderabad +6 other locations
Mobileum,3.2,Software Product,(387),,"Promotions, Skill Development, Work Satisfaction",Bengaluru +10 other locations
